stop_id,stop_code,stop_name,stop_lat,stop_lon,Routes,Direction,Accessibility,Type
3821,3821,Islington Ave at New Toronto St,43.60655,-79.506452,110 | 337,Northbound,1,Bus
8435,8435,Victoria Park Ave at Biscayne Blvd North Side,43.729432,-79.304467,24 | 324,Northbound,1,Bus
8258,8258,2215 Steeles Ave West,43.785318,-79.477801,353 | 60,Eastbound,1,Bus
11057,11057,Gooch Ave at Magwood Crt,43.662062,-79.494627,55,Southbound,2,Bus
3222,3222,Yonge St at Dundas St West - TMU Station,43.656505,-79.381074,320 | 882 | 97,Southbound,1,Bus
3770,3770,Islington Ave at Birmingham St,43.603386,-79.506463,110 | 337,Southbound,1,Bus
1984,1984,The Donway East at Lawrence Ave East,43.73801,-79.341171,162,Eastbound,1,Bus
4925,4925,Culford Rd at Gracefield Ave,43.709789,-79.489355,59,Westbound,1,Bus
2389,2389,Eglinton Ave West at Oakwood Ave,43.697418,-79.442561,32 | 332,Westbound,1,Bus
12658,12658,Murray Ross Pkwy at Shoreham Dr North Side - Aviva Centre,43.772235,-79.513864,108,Westbound,1,Bus
9463,9463,Cosburn Ave at Roblin Ave,43.695386,-79.322445,87,Eastbound,1,Bus
5427,5427,Leslie St at Bond Ave,43.743601,-79.357806,51,Northbound,1,Bus
109,109,Bathurst St at Codsell Ave,43.758716,-79.439386,160 | 307 | 7,Northbound,1,Bus
8485,8485,Victoria Park Ave at Morecambe Gate,43.797966,-79.333423,24 | 39,Northbound,1,Bus
5940,5940,O'Connor Dr at Wakunda Pl,43.715734,-79.304903,70,Eastbound,1,Bus
6762,6762,Pharmacy Ave at Walkway to Ecclesfield Dr,43.809041,-79.332875,167,Northbound,1,Bus
8855,8855,Wilson Ave at Epic Lane Rd East Side,43.721239,-79.505763,118 | 119 | 165 | 396 | 96,Northbound,1,Bus
1725,1725,Bayview Ave at Wood Ave,43.727063,-79.382049,11 | 124 | 352,Southbound,1,Bus
9695,9695,Gerrard St East at Clonmore Dr West Side,43.688594,-79.279092,135,Westbound,1,Bus
9999,9999,McCowan Rd at Bullock Dr - Centennial GO Station,43.872507,-79.285637,129,Northbound,1,Bus
3696,3696,High Park Ave at Dundas St West,43.665068,-79.47009,30,Northbound,1,Bus
14262,14262,Weston Rd at Cardell Ave,43.709503,-79.5343,73 | 89,Northbound,1,Bus
10929,10929,Spadina Ave at Bremner Blvd,43.640814,-79.393172,310 | 510,Southbound,1,Streetcar
10141,10141,Port Union Rd at Lawrence Ave East North Side,43.780021,-79.136654,38 | 395,Westbound,1,Bus
8486,8486,Victoria Park Ave at Navaho Dr,43.800463,-79.334556,24 | 39,Northbound,1,Bus
8034,8034,Pharmacy Ave at Gordon Baker Rd,43.811984,-79.33442,167,Northbound,1,Bus
9848,9848,Brenyon Way at Wickson Trail South Side,43.805362,-79.211263,132,Westbound,1,Bus
10659,10659,Finch Ave East at Milliken Blvd,43.801965,-79.294139,339 | 39,Eastbound,1,Bus
13346,13346,Dawes Rd at Park Vista South Side,43.697984,-79.297192,23 | 404,Southbound,2,Bus
6738,6738,Pharmacy Ave at Princeway Dr,43.752997,-79.308447,67,Northbound,1,Bus
464,464,Birchmount Rd at Highway 401 - Walkway North of Rolark,43.771792,-79.294137,17,Southbound,1,Bus
1116,1116,Gerrard St East at Bowmore Rd,43.67819,-79.314912,306 | 506,Westbound,2,Streetcar
3946,3946,Jane St at Yorkwoods Gate,43.750665,-79.515843,335 | 35,Northbound,1,Bus
5365,5365,Lawrence Ave West at Duplex Ave,43.724245,-79.405751,352 | 52,Eastbound,2,Bus
7723,7723,Elmhurst Dr at Albion Rd West Side,43.725017,-79.551193,396 | 96 | 996,Westbound,1,Bus
2304,2304,Eglinton Ave East at Redpath Ave,43.707755,-79.392936,103 | 334 | 34 | 354 | 51 | 54 | 56 | 74,Northbound,1,Bus
13686,13686,251 Consumers Rd,43.77037,-79.330219,167 | 24,Northbound,1,Bus
9409,9409,Neilson Rd at McLevin Ave,43.8091,-79.221269,133 | 334,Northbound,1,Bus
7062,7062,Runnymede Rd at Henrietta St,43.670564,-79.484123,71 | 79,Northbound,2,Bus
14079,14079,709 Milner Ave,43.796035,-79.213776,132,Eastbound,1,Bus
3725,3725,289 Horner Ave,43.606541,-79.523286,110,Northbound,1,Bus
2226,2226,The East Mall at Yarn Rd South Side,43.632002,-79.553379,111,Southbound,1,Bus
2677,2677,Guildwood Pkwy at Forsythia Dr,43.750205,-79.187147,116 | 334,Eastbound,1,Bus
8214,8214,Steeles Ave East at Bluffwood Dr,43.807554,-79.376213,353 | 53,Eastbound,1,Bus
3711,3711,Horner Ave at Beta St,43.603044,-79.538963,110,Northbound,1,Bus
6264,6264,Berry Rd at Stephen Dr,43.637392,-79.487365,66,Southbound,1,Bus
503,503,Bloor St West at Dovercourt Rd,43.661043,-79.429553,300,Eastbound,1,Bus
3038,3038,Queen St East at Carroll St,43.658204,-79.352454,301 | 304 | 503 | 504,Eastbound,2,Streetcar
8440,8440,Victoria Park Ave at Conroy Ave,43.701514,-79.292757,24 | 324,Northbound,1,Bus
3167,3167,Westlake Ave at Hamstead Ave,43.696561,-79.309265,404 | 87,Eastbound,1,Bus
10952,10952,Old Finch Ave at Kengate Dr,43.821434,-79.204264,131 | 39,Eastbound,1,Bus
3047,3047,Queen St East at Empire Ave,43.660216,-79.344102,301 | 501 | 503,Westbound,1,Streetcar
225,225,4600 Bathurst St,43.762602,-79.44037,160 | 307 | 7,Northbound,1,Bus
5559,5559,Markham Rd at Eglinton Ave East,43.743397,-79.219195,102 | 902,Southbound,1,Bus
4874,4874,143 Church St,43.707312,-79.513771,59,Eastbound,2,Bus
3142,3142,Trethewey Dr at Todd Baylis Blvd,43.695244,-79.487345,32,Westbound,1,Bus
4303,4303,Kipling Ave at Dixon Rd North Side,43.694765,-79.558658,45 | 945,Northbound,1,Bus
4567,4567,Rogers Rd at Scott Rd,43.682377,-79.468987,161 | 168 | 341 | 41,Northbound,1,Bus
11546,11546,Crow Trail at Bradstone Sq,43.811065,-79.232681,134,Northbound,1,Bus
2156,2156,Dundas St West at Denison Ave,43.651939,-79.40236,305 | 505,Eastbound,2,Streetcar
2126,2126,Dundas St East at River St,43.661093,-79.358286,301 | 305 | 501 | 505,Eastbound,2,Streetcar
8670,8670,The West Mall at Burnhamthorpe Rd,43.644355,-79.566955,112 | 300,Northbound,1,Bus
6095,6095,Southwood Dr at Glen Ames,43.676086,-79.296881,64,Southbound,2,Bus
7682,7682,Ellesmere Rd at Borough Approach East,43.771587,-79.255056,395 | 95,Westbound,1,Bus
8645,8645,Wellesworth Dr at The West Mall,43.655137,-79.572679,112 | 48,Southbound,1,Bus
4941,4941,Danforth Rd at Eglinton Ave East,43.73687,-79.246243,16,Northbound,1,Bus
13683,13683,Consumers Rd at Sheppard Ave East South Side,43.774466,-79.331542,167 | 24,Northbound,1,Bus
4025,4025,Keele St at Rustic Rd,43.717813,-79.479942,341 | 400 | 41,Northbound,1,Bus
7595,7595,Opposite 38 Carnforth Rd,43.739168,-79.315925,91,Northbound,1,Bus
1222,1222,Lawrence Ave East at Dinnick Cres East Side,43.726421,-79.39552,124 | 162 | 352,Eastbound,2,Bus
3162,3162,682 Warden Ave,43.705852,-79.278599,135 | 69,Southbound,1,Bus
7412,7412,Victoria Park Ave at Esquire Rd,43.77342,-79.321965,167 | 24 | 324,Northbound,1,Bus
5001,5001,Dixon Rd at Royal York Rd East Side,43.699818,-79.533639,52 | 952,Eastbound,2,Bus
943,943,Davenport Rd at Lansdowne Ave,43.671651,-79.448053,127,Westbound,1,Bus
4379,4379,Kipling Ave at Torlake Cres (North),43.614189,-79.523828,44,Southbound,1,Bus
1493,1493,Rathburn Rd at Melbert Rd,43.649836,-79.582788,48,Eastbound,1,Bus
4624,4624,St Clair Ave East at Fermoy Rd,43.72124,-79.239268,102 | 69 | 9,Northbound,1,Bus
6053,6053,Sheppard Ave East at Glen Watford Dr East Side,43.785926,-79.275531,385 | 85,Eastbound,1,Bus
13423,13423,Avon Loop at Weston Rd,43.681365,-79.476844,161 | 168,Southbound,1,Bus
2068,2068,Dufferin St at Lappin Ave South Side,43.666082,-79.438076,29 | 329,Southbound,1,Bus
1000,1000,Dupont St at Christie St,43.671515,-79.421673,26,Eastbound,1,Bus
2574,2574,Finch Ave East at Willowdale Ave,43.781498,-79.407257,339 | 39 | 939,Eastbound,1,Bus
6494,6494,Kingston Rd at Morningside Ave,43.770097,-79.18712,386 | 86 | 986,Eastbound,1,Bus
10576,10576,McCowan Rd at Steeles Ave East,43.830834,-79.274962,129 | 302,Northbound,1,Bus
2149,2149,Dundas St West at East Mall Cres,43.630726,-79.549041,111 | 112 | 123 | 900 | 927,Northbound,1,Bus
75,75,Baldoon Rd at Finch Ave East,43.815102,-79.232194,134 | 339 | 39,Northbound,1,Bus
9830,9830,Steeles Ave East at Walkway to Enchanted Hills Cres,43.830278,-79.27779,353 | 53,Eastbound,1,Bus
5822,5822,Mt Pleasant Rd at Heath St East,43.692142,-79.383921,74,Northbound,1,Bus
7024,7024,Royal York Rd at Romney Rd,43.669159,-79.520846,73,Northbound,2,Bus
4075,4075,Kennedy Rd at Cornwallis Dr North Side,43.752206,-79.275682,343 | 43,Northbound,1,Bus
12058,12058,Progress Ave at Milner Business Crt South Side,43.788208,-79.233484,134,Southbound,1,Bus
448,448,Birchmount Rd at Sheppard Ave East,43.780849,-79.297827,17,Northbound,1,Bus
7347,7347,Spadina Ave at College St North Side,43.658504,-79.400214,310 | 510,Northbound,1,Streetcar
4545,4545,Progress Ave at Cosentino Dr West Side,43.773652,-79.270125,43,Southbound,1,Bus
5525,5525,Lumsden Ave at Oak Park Ave,43.693826,-79.310537,62,Eastbound,1,Bus
7125,7125,Senlac Rd at Park Home Ave North Side,43.766951,-79.425864,98,Westbound,1,Bus
2309,2309,Eglinton Ave East at Rumsey Rd,43.712675,-79.369465,334 | 34 | 354 | 51 | 54 | 56,Northbound,1,Bus
251,251,Bay St at Grosvenor St,43.662647,-79.386557,19,Southbound,1,Bus
8589,8589,Warden Ave at McNicoll Ave North Side,43.806712,-79.321025,324 | 68 | 968,Northbound,1,Bus
5892,5892,Oakdale Rd at Sheppard Ave West,43.737399,-79.524639,119 | 84,Eastbound,1,Bus
29,29,Annette St at Gilmour Ave,43.660716,-79.477294,26,Westbound,1,Bus
1847,1847,Danforth Ave at Eastwood Ave,43.69542,-79.269176,20,Westbound,1,Bus
7541,7541,Bermondsey Rd at Sunrise Ave,43.717074,-79.313476,91,Southbound,1,Bus
287,287,Bayview Ave at Cummer Ave,43.792342,-79.393719,11,Southbound,1,Bus
6072,6072,Sheppard Ave West at Keele St,43.744972,-79.486103,106 | 108 | 384 | 84 | 984,Westbound,1,Bus
6351,6351,Douglas Dr at Douglas Dr - Chorley Park,43.686892,-79.370973,82,Eastbound,1,Bus
1944,1944,Don Mills Rd at Kern Rd North Side,43.75035,-79.346828,25 | 325,Northbound,1,Bus
5894,5894,755 Oakdale Rd,43.753125,-79.526044,84,Westbound,1,Bus
3329,3329,Belfield Rd at C.N. West Spur,43.700268,-79.583103,45,Northbound,1,Bus
1844,1844,Danforth Rd at Birchmount Rd West Side,43.706662,-79.268473,113 | 300,Westbound,1,Bus
6565,6565,Meadowvale Rd at Ellesmere Rd,43.792363,-79.163397,386 | 86 | 986,Eastbound,1,Bus
742,742,Caledonia Rd at Rogers Rd,43.68339,-79.45825,47,Southbound,1,Bus
12056,12056,Progress Ave at Rosebank Dr,43.792455,-79.234239,134,Southbound,1,Bus
3802,3802,Islington Ave at Holgate St,43.684737,-79.541305,337 | 37 | 405,Southbound,1,Bus
698,698,Burnhamthorpe Rd at The West Mall,43.644752,-79.567037,50,Westbound,1,Bus
13368,13368,Bathurst St at Queens Quay West North Side Billy Bishop Airport,43.636011,-79.398844,509,Westbound,1,Streetcar
2318,2318,Eglinton Ave East at Warden Ave,43.72804,-79.28733,334 | 34,Eastbound,1,Bus
2509,2509,Finch Ave East at Estelle Ave,43.783865,-79.396432,339 | 39,Eastbound,1,Bus
10127,10127,Park Lawn Rd at The Queensway South Side,43.628662,-79.490031,66,Southbound,1,Bus
4946,4946,Danforth Rd at Glenshephard Dr (West),43.730593,-79.250791,16 | 300,Northbound,1,Bus
54,54,Avenue Rd at Carmichael Ave,43.73762,-79.420776,61,Northbound,1,Bus
8826,8826,Willowdale Ave at Spring Garden Ave,43.766298,-79.400521,98,Eastbound,1,Bus
1417,1417,O'Connor Dr at Milton Rd,43.697048,-79.332295,8,Northbound,1,Bus
8401,8401,Upper Highland Cres at York Mills Rd,43.745587,-79.396545,78,Westbound,1,Bus
12202,12202,Lawrence West Station,43.715964,-79.444097,352 | 52 | 882 | 952,Eastbound,2,Bus
1327,1327,Midland Ave at Lorraine Ave,43.730662,-79.256386,20,Eastbound,1,Bus
9356,9356,Steeles Ave East at Mountcastle Gate,43.82074,-79.320341,17 | 353 | 53,Northbound,1,Bus
809,809,College St at Augusta Ave,43.65724,-79.403252,306 | 506,Eastbound,2,Streetcar
6243,6243,Bannatyne Dr at Davean Dr,43.760329,-79.368381,115,Eastbound,1,Bus
11559,11559,6655 Airport Rd,43.696429,-79.632365,52,Westbound,2,Bus
10955,10955,Old Finch Ave at Valley Centre Dr (West) West Side,43.821266,-79.20563,131,Westbound,1,Bus
4957,4957,Danforth Rd at Midland Ave,43.725436,-79.253783,16 | 300,Southbound,1,Bus
580,580,Bloor St West at Runnymede Rd,43.650991,-79.476466,149 | 300,Eastbound,1,Bus
4829,4829,Brimley Rd at Danjohn Cres (North),43.812904,-79.280443,21,Northbound,1,Bus
1670,1670,Yonge St at Davisville Ave North Side,43.698675,-79.396563,320 | 97,Northbound,1,Bus
3595,3595,Finch Ave West at Greenview Ave,43.779237,-79.418329,336 | 36,Westbound,1,Bus
4727,4727,St Dennis Dr at Linkwood Lane,43.719209,-79.32776,100,Northbound,1,Bus
8225,8225,Steeles Ave East at Henderson Ave,43.801188,-79.406152,353 | 53,Eastbound,1,Bus
7442,7442,Weston Rd at Dee Ave,43.711287,-79.535271,73 | 89,Southbound,1,Bus
1357,1357,75 Milner Ave,43.784021,-79.25133,132,Eastbound,1,Bus
13631,13631,Markham Rd at Passmore Ave,43.830357,-79.250385,102 | 902,Northbound,1,Bus
3501,3501,Dundas St West at Humberside Ave,43.663295,-79.456935,340 | 40,Eastbound,1,Bus
2519,2519,Finch Ave East at Leslie St - Old Cummer GO Station,43.790162,-79.369075,339 | 39 | 939,Eastbound,1,Bus
266,266,Bay St at Cumberland St - Bay Station,43.670485,-79.389669,19,Northbound,1,Bus
9170,9170,Steeles Ave West Loop at Islington Ave,43.764093,-79.576584,166 | 337 | 37 | 937,Northbound,1,Bus
3895,3895,Jane St at Foxwell St,43.671734,-79.493889,335 | 35 | 935,Southbound,1,Bus
3123,3123,St Regis Cres at Keele St,43.754743,-79.487887,108,Westbound,1,Bus
11538,11538,John Garland Blvd at Kipling Ave,43.735359,-79.578514,96,Eastbound,1,Bus
3880,3880,Jane St at Driftwood Ave North Side,43.766138,-79.519595,335 | 35,Northbound,1,Bus
7822,7822,Hinton Rd at Elmhurst Dr,43.72739,-79.566418,396 | 96,Eastbound,1,Bus
6150,6150,Uphill Ave at Woodward Ave,43.709411,-79.508797,59,Westbound,2,Bus
2838,2838,Longbourne Dr at Willowridge Rd,43.677937,-79.571914,111,Northbound,1,Bus
2087,2087,Dufferin St at Samor Rd South Side,43.71788,-79.455672,29 | 329,Southbound,1,Bus
6644,6644,Parliament St at Queen St East,43.655756,-79.364606,301 | 365 | 501 | 65,Southbound,1,Streetcar
708,708,Caledonia Rd at Cartwright Ave,43.721252,-79.468903,47,Northbound,1,Bus
1406,1406,O'Connor Dr at Athlone Rd West Side,43.696118,-79.337377,8,Southbound,1,Bus
8995,8995,Yonge St at Glencairn Ave,43.718223,-79.400687,320 | 97,Northbound,1,Bus
11777,11777,Parkside Dr at Howard Park Ave,43.64849,-79.457616,80,Eastbound,1,Bus
1626,1626,673 Warden Ave,43.705637,-79.278232,135 | 68 | 69,Northbound,1,Bus
4611,4611,Spadina Rd at Heath St West,43.686854,-79.412167,33,Southbound,1,Bus
7249,7249,Sheppard Ave East at Tallpines Crt,43.804167,-79.157816,385 | 85,Eastbound,1,Bus
7439,7439,Weston Rd at Albion Rd South Side,43.717017,-79.537874,73 | 89 | 989,Northbound,1,Bus
3689,3689,Gateway Blvd at Don Mills Rd,43.710173,-79.334116,100 | 403 | 72,Southbound,1,Bus
11187,11187,St Dennis Dr at Don Mills Rd East Side,43.716675,-79.33644,403,Southbound,1,Bus
8520,8520,Victoria Park Ave at Valdane Dr,43.718719,-79.300284,24 | 324,Southbound,1,Bus
10700,10700,Weston Rd at Steeles Ave West South Side,43.769718,-79.546532,989,Southbound,1,Bus
6070,6070,Sheppard Ave West at John Drury Dr,43.748145,-79.48255,101 | 106 | 108 | 384 | 84,Northbound,1,Bus
7648,7648,Dufferin St at Dolomite Dr,43.780694,-79.46963,105 | 329,Northbound,1,Bus
333,333,Bedford Rd at Bernard Ave South Side,43.673121,-79.399388,26,Eastbound,1,Bus
5180,5180,Lake Shore Blvd West at Islington Ave,43.600896,-79.505092,301 | 501 | 507 | 508,Westbound,1,Streetcar
3860,3860,4717 Jane St,43.771191,-79.520801,335 | 35,Northbound,1,Bus
8513,8513,Victoria Park Ave at Sweeney Dr South Side,43.736564,-79.307686,24 | 324,Southbound,1,Bus
5196,5196,Lake Shore Blvd West at Park Lawn Rd West Side,43.622602,-79.481558,301 | 501 | 507 | 508,Westbound,1,Streetcar
5250,5250,Lawrence Ave East at Bridgeport Dr,43.778477,-79.140996,354 | 54 | 954,Eastbound,1,Bus
8334,8334,Sutherland Dr at Rolph Rd,43.700469,-79.367108,88,Southbound,1,Bus
993,993,1234 Dupont St,43.66824,-79.44172,26,Westbound,1,Bus
5930,5930,O'Connor Dr at Glenwood Cres,43.702345,-79.315985,70 | 8 | 91 | 93,Northbound,1,Bus
6688,6688,Pharmacy Ave at Dawes Rd,43.708426,-79.290411,67,Southbound,1,Bus
2136,2136,Dundas St East at Yonge St - TMU Station,43.656426,-79.380755,305 | 505,Westbound,2,Streetcar
3490,3490,Dundas St West at Chelsea Ave North Side,43.658209,-79.452836,340 | 40,Eastbound,1,Bus
6454,6454,Huntingwood Dr at Kittery Blvd,43.796674,-79.286192,169,Westbound,1,Bus
1494,1494,Mill Rd at Rathburn Rd Loop,43.645355,-79.590085,48,Eastbound,1,Bus
7893,7893,Keele St at Junction Rd,43.667688,-79.465429,189 | 341 | 41 | 89,Northbound,1,Bus
1030,1030,Dupont St at Symington Ave,43.665812,-79.45108,26,Westbound,1,Bus
1625,1625,Warden Ave at Mack Ave,43.700133,-79.275932,135 | 68 | 69,Northbound,1,Bus
7583,7583,Carlingview Dr at Meteor Dr South Side,43.680524,-79.592833,112 | 332,Northbound,1,Bus
3084,3084,Queen St West at John St,43.649947,-79.390954,301 | 501,Westbound,1,Streetcar
10271,10271,Linkwood Lane at Opposite 5 Shady Golfway,43.717633,-79.326338,34,Eastbound,1,Bus
3409,3409,Chaplin Cres at Duncannon Dr,43.700339,-79.410496,14,Westbound,2,Bus
13443,13443,Lambton Ave at Weston Rd West Side,43.68406,-79.484884,71,Southbound,1,Bus
11338,11338,195-205-215 Wynford Dr,43.723798,-79.324911,100 | 34,Southbound,1,Bus
6330,6330,Crescent Rd at Cluny Dr,43.677528,-79.386115,82,Westbound,2,Bus
6928,6928,Ranee Ave at Mikado Ave,43.724461,-79.44284,109,Northbound,1,Bus
9516,9516,280 Yorkland Blvd (North),43.77336,-79.333911,167 | 24,Northbound,1,Bus
7589,7589,32 Carluke Cres,43.760901,-79.390001,78,Eastbound,1,Bus
11698,11698,Disco Rd at Brockport Dr West Side,43.702435,-79.590215,112,Northbound,2,Bus
11001,11001,The Donway East at Dutch Myrtleway,43.740834,-79.343924,162,Eastbound,1,Bus
9033,9033,Yonge St at Park Home Ave,43.769422,-79.413082,320 | 97,Southbound,1,Bus
3119,3119,St Clair Ave East at Glenburn Ave,43.708511,-79.29844,23 | 8,Northbound,1,Bus
7901,7901,Keele St at West Toronto St,43.669883,-79.466359,341 | 41 | 89,Northbound,2,Bus
2431,2431,Evans Ave at Arnold St,43.616399,-79.521073,15 | 315,Eastbound,1,Bus
2723,2723,Islington Ave at Kingsmoor Gate North Side,43.741105,-79.56691,337 | 37 | 937,Northbound,1,Bus
13887,13887,Sheppard Ave East at Rainbow Ridge Ave,43.807286,-79.162715,385 | 85,Eastbound,1,Bus
8850,8850,Wilson Ave at Dallner Rd,43.71993,-79.513678,118 | 119 | 165 | 396 | 96,Northbound,1,Bus
9995,9995,McCowan Rd at 14Th Ave,43.849009,-79.279491,129,Northbound,1,Bus
11552,11552,Newgale Gate at Finchdene Sq West Side,43.818881,-79.238096,134 | 339,Northbound,1,Bus
13422,13422,2980 Don Mills Rd,43.78231,-79.352329,10 | 169 | 25 | 325 | 925,Southbound,1,Bus
8983,8983,Yonge St at Elmhurst Ave,43.763356,-79.411485,320 | 97,Southbound,1,Bus
5966,5966,Ossington Ave at Essex St,43.66628,-79.427347,363 | 63,Northbound,1,Bus
388,388,Birchmount Rd at Canadian Rd,43.761238,-79.290304,17,Northbound,2,Bus
4096,4096,Kennedy Rd at Lawrence Ave East,43.749694,-79.27518,343 | 43,Southbound,1,Bus
292,292,Bayview Ave at Finch Ave East North Side,43.785614,-79.392136,11,Northbound,1,Bus
2629,2629,Finch Ave West at Sentinel Rd,43.761191,-79.499797,336 | 806,Westbound,1,Bus
6464,6464,Huntingwood Dr at Victoria Park Ave,43.780531,-79.324892,169,Westbound,1,Bus
8817,8817,Willowdale Ave at Otonabee Ave,43.796052,-79.413261,98,Westbound,1,Bus
3718,3718,Opposite 215 Horner Ave,43.607917,-79.517485,110,Southbound,1,Bus
9558,9558,Milner Ave at Burrows Hall Blvd,43.794918,-79.219399,132,Westbound,1,Bus
1521,1521,Royal York Rd at Usher Ave,43.655551,-79.514837,48 | 73,Northbound,1,Bus
7582,7582,Carlingview Dr at Renforth Dr,43.677093,-79.5913,112 | 332,Northbound,1,Bus
1978,1978,Don Mills Rd at Wynford Dr,43.723169,-79.339832,25 | 325 | 354 | 403,Southbound,1,Bus
1671,1671,Yonge St at Front St West,43.647003,-79.377086,19 | 97,Southbound,1,Bus
2890,2890,McNicoll Ave at Innislawn Rd,43.807506,-79.316335,42,Westbound,1,Bus
4126,4126,Kennedy Rd at Stratton Ave,43.737942,-79.270186,343 | 43,Northbound,2,Bus
11347,11347,St Dennis Dr at Opposite 195-205-215 Wynford Dr,43.723589,-79.324472,100 | 34,Northbound,2,Bus
3059,3059,Queen St East at Logan Ave,43.660599,-79.342373,301 | 501 | 503,Westbound,1,Streetcar
1929,1929,Don Mills Rd at Fairview Mall Dr North Side,43.77953,-79.348701,10 | 169 | 25 | 325,Northbound,1,Bus
9840,9840,Brenyon Way at Pioneer Pathway,43.806469,-79.213787,132,Eastbound,1,Bus
2576,2576,Finch Ave East at Winlock Park,43.784179,-79.395886,339 | 39,Eastbound,1,Bus
13569,13569,Opposite 709 Milner Ave,43.796148,-79.21391,132,Westbound,1,Bus
13439,13439,The Pond Rd at Ian MacDonald Blvd,43.770797,-79.498522,41,Northbound,1,Bus
5232,5232,Lawrence Ave East at Bellamy Rd North West Side,43.757749,-79.235742,154 | 354 | 54,Eastbound,1,Bus
6246,6246,Bannatyne Dr at Leslie St,43.758594,-79.361542,115,Westbound,1,Bus
7800,7800,Hackberry St at Elswick Rd,43.705996,-79.324262,93,Southbound,1,Bus
6771,6771,Prince Edward Dr South at Bloor St West South Side,43.648017,-79.505305,66,Southbound,1,Bus
4456,4456,Louvain St at Humber Blvd,43.680602,-79.482233,161 | 171,Northbound,1,Bus
9639,9639,Brimley Rd at Lombardy Cres North Side,43.73219,-79.246028,12 | 302,Northbound,1,Bus
4323,4323,Kipling Ave at Hinton Rd,43.725844,-79.573657,45 | 945,Southbound,1,Bus
11611,11611,Steeles Ave East at Markham Rd West Side,43.836512,-79.25219,353 | 53 | 953,Eastbound,1,Bus
14116,14116,McNicoll Ave at Stonebridge Blvd,43.80556,-79.324084,42,Eastbound,1,Bus
6193,6193,The Westway at Kipling Ave,43.685799,-79.554456,52,Westbound,1,Bus
3683,3683,Greenwood Ave at Oakvale Ave South Side,43.6794,-79.331625,31,Southbound,1,Bus
677,677,Burnhamthorpe Rd at Burnhamthorpe Park Blvd West Side,43.650449,-79.533969,50,Westbound,1,Bus
5364,5364,Lawrence Ave West at Dufflaw Rd,43.712892,-79.460753,352 | 400 | 52 | 59,Westbound,1,Bus
5239,5239,Lawrence Ave East at Brimley Rd,43.753319,-79.255596,154 | 354 | 54,Eastbound,1,Bus
8794,8794,Willowdale Ave at Byng Ave,43.778631,-79.405942,98,Westbound,1,Bus
9701,9701,Gerrard St East at Malvern Ave,43.685253,-79.294545,135,Westbound,1,Bus
5687,5687,Midland Ave at Baylawn Dr,43.800337,-79.284978,57,Southbound,1,Bus
3745,3745,Hullmar Dr at Shoreham Dr,43.767097,-79.528588,35,Southbound,1,Bus
1750,1750,The Bridle Path at Saintfield Ave,43.729257,-79.360483,162,Westbound,1,Bus
8686,8686,Opposite 451 The West Mall,43.64707,-79.567951,112,Southbound,1,Bus
13532,13532,McCowan Rd at Manhattan Dr,43.881911,-79.288247,129,Northbound,1,Bus
6981,6981,Royal York Rd at Bell Royal Crt North Side,43.672553,-79.5223,73,Northbound,2,Bus
5439,5439,Leslie St at Eglinton Ave East North Side,43.71835,-79.350236,51 | 54,Northbound,1,Bus
253,253,Bay St at Hagerman St,43.654565,-79.383369,19,Southbound,1,Bus
4427,4427,Lawrence Ave East at West Hill Dr,43.769932,-79.179771,354 | 54 | 86 | 954,Eastbound,1,Bus
3491,3491,Dundas St West at Chelsea Ave,43.658218,-79.453041,340 | 40,Eastbound,1,Bus
7926,7926,Lawson Rd at Centennial Rd West Side,43.787462,-79.151168,38,Westbound,1,Bus
13955,13955,Roywood Dr at Marbury Cres (East) East Side,43.764386,-79.33345,122,Eastbound,1,Bus
1013,1013,Dupont St at Huron St West Side,43.675327,-79.405139,26,Westbound,1,Bus
1266,1266,Maniza Rd at Plewes Rd,43.734903,-79.464216,184,Westbound,1,Bus
14142,14142,Birchmount Rd at Newlands Ave,43.710031,-79.269463,117,Southbound,1,Bus
12038,12038,Queen's Plate Dr (West) at Janda Crt,43.723155,-79.600731,37,Northbound,1,Bus
1780,1780,Cosburn Ave at Gledhill Ave,43.697067,-79.313067,404 | 87,Eastbound,1,Bus
2014,2014,Dufferin St at Alma Ave,43.644509,-79.429381,29 | 329,Northbound,1,Bus
8123,8123,Spadina Ave at Front St West,43.642934,-79.394028,310 | 510,Southbound,1,Streetcar
1089,1089,Gerrard St East at Greenwood Ave,43.670802,-79.328156,306 | 506,Eastbound,2,Streetcar
6986,6986,Royal York Rd at Country Club Dr,43.67465,-79.523452,73,Southbound,1,Bus
5016,5016,Dundas St West at Humber Hill Ave,43.664716,-79.501573,40,Eastbound,1,Bus
11626,11626,Sewells Rd at Hupfield Trail West Side,43.814431,-79.213541,132,Eastbound,1,Bus
1293,1293,McCowan Rd at Eglinton Ave East South Side,43.73832,-79.238182,9,Southbound,1,Bus
490,490,Bloor St West at Avenue Rd,43.66884,-79.393879,300,Westbound,1,Bus
1543,1543,Sheppard Ave East at Wilfred Ave,43.764976,-79.394809,185 | 385,Eastbound,1,Bus
3505,3505,Dundas St West at Jane St,43.665764,-79.490945,340 | 40,Eastbound,1,Bus
4640,4640,Steeles Ave East at Old Kennedy Rd,43.825479,-79.299832,353 | 53 | 57,Northbound,1,Bus
