stop_id,stop_code,stop_name,stop_lat,stop_lon,Routes,Direction,Accessibility,Type
7263,7263,Sheppard Ave West at Bathurst St,43.755315,-79.438927,384 | 84,Eastbound,1,Bus
3731,3731,Hullmar Dr at Bimini Cres (South),43.765083,-79.527514,35,Northbound,1,Bus
2481,2481,Finch Ave East at Adirondack Gate,43.800369,-79.299752,339 | 39,Eastbound,2,Bus
6334,6334,Crescent Rd at Rosedale Rd East Side,43.677739,-79.384541,82,Eastbound,2,Bus
3905,3905,Jane St at Lambton Ave North Side,43.681333,-79.497643,335 | 35,Northbound,1,Bus
6099,6099,Southwood Dr at Kingston Rd,43.678785,-79.297828,64,Northbound,1,Bus
7038,7038,Royal York Rd at Weston Wood Rd North Side,43.692098,-79.530804,405 | 73,Northbound,1,Bus
5306,5306,Lawrence Ave East at Pharmacy Ave,43.743397,-79.30447,354 | 54,Eastbound,1,Bus
4277,4277,Kipling Ave at Annabelle Dr,43.751045,-79.585973,337 | 45 | 945,Southbound,1,Bus
9326,9326,Industry St at Todd Baylis Blvd,43.693011,-79.486377,171 | 71,Southbound,1,Bus
9972,9972,Lawrence Ave East at Stotts Ter West Side,43.78315,-79.128039,354 | 54 | 954,Eastbound,1,Bus
4757,4757,6900 Airport Rd - International Centre - North Entrance,43.701955,-79.63977,52,Westbound,2,Bus
2628,2628,Finch Ave West at Sentinel Rd,43.760891,-79.500169,336 | 806,Eastbound,1,Bus
63,63,Avenue Rd at Edmund Ave North Side,43.682897,-79.399784,13,Northbound,1,Bus
7864,7864,Humber College Blvd at Lynmont Rd,43.731799,-79.596075,336 | 96,Eastbound,1,Bus
3288,3288,400 Alliance Ave,43.677663,-79.486127,171,Southbound,1,Bus
760,760,Carlton St at Yonge St - College Station,43.66144,-79.382912,306 | 506,Westbound,1,Streetcar
4643,4643,Steeles Ave West at Islington Ave,43.764154,-79.574983,37 | 60 | 937 | 960,Southbound,1,Bus
1325,1325,Midland Ave at Danforth Rd,43.724738,-79.253779,20,Eastbound,1,Bus
11380,11380,Canmore Blvd at Calverley Trail (West) East Side,43.793262,-79.181841,905,Eastbound,1,Bus
2040,2040,Dufferin St at Dufferin Park Ave,43.656933,-79.434122,29 | 329 | 929,Northbound,1,Bus
3418,3418,Chaplin Cres at Oriole Pkwy,43.697933,-79.403071,14,Westbound,1,Bus
6076,6076,Sheppard Ave West at Kodiak Cres (North),43.753967,-79.469364,106 | 108 | 384 | 84,Westbound,1,Bus
4842,4842,Brimorton Dr at Scarborough Golf Club Rd,43.770016,-79.218094,154,Westbound,1,Bus
2759,2759,Kennedy Rd at Merrian Rd South Side,43.727149,-79.265979,113,Westbound,2,Bus
4699,4699,St Albans Rd at West Service Rd,43.639057,-79.534403,44,Northbound,1,Bus
11264,11264,Finch Ave East at Leslie St West Side - Old Cummer GO Station,43.789733,-79.370022,339 | 39,Eastbound,1,Bus
6741,6741,Pharmacy Ave at Rannock St,43.729103,-79.298977,67,Southbound,1,Bus
8396,8396,Upper Canada Dr at Normandale Cres (West),43.756371,-79.401439,78,Eastbound,1,Bus
14284,14284,Sentinel Rd at Cook Rd,43.766939,-79.500977,106 | 341 | 41,Northbound,1,Bus
1112,1112,Gerrard St East at Woodfield Rd,43.671677,-79.324168,306 | 506,Eastbound,2,Streetcar
3676,3676,Greenwood Ave at Felstead Ave,43.678111,-79.331096,31,Southbound,1,Bus
1369,1369,Opposite 44 Milner Ave,43.784944,-79.253717,132,Eastbound,1,Bus
5736,5736,Midland Ave at Prudential Dr,43.74949,-79.264254,57,Northbound,1,Bus
7182,7182,Sheppard Ave East at Grand River Blvd North Side,43.806161,-79.160781,385 | 85,Eastbound,1,Bus
7175,7175,Sheppard Ave East at Consumers Rd East Side,43.774901,-79.330647,167 | 169 | 385 | 85 | 904 | 985,Northbound,1,Bus
5506,5506,Humber Loop at The Queensway,43.631194,-79.478505,301 | 501 | 508,Eastbound,1,Streetcar
3036,3036,Queen St East at Carlaw Ave,43.661142,-79.339954,301 | 501 | 503,Westbound,2,Streetcar
10769,10769,Dovercourt Rd at Northumberland St,43.662283,-79.429754,161,Eastbound,1,Bus
2409,2409,Eglinton Ave West at Richardson Ave,43.691058,-79.471319,32 | 332,Westbound,1,Bus
697,697,Burnhamthorpe Rd at The West Mall,43.644357,-79.567438,50,Eastbound,1,Bus
11851,11851,Humberwood Blvd at Pinecone Dr North Side,43.729041,-79.619904,336 | 37 | 996,Northbound,1,Bus
5920,5920,O'Connor Dr at Bermondsey Rd,43.712699,-79.307406,70 | 91,Southbound,1,Bus
1267,1267,Maniza Rd at Regent Rd,43.732257,-79.463087,184,Westbound,1,Bus
10709,10709,Atkinson Ave at Dundurn Cres (North) East Side,43.818131,-79.446538,160,Northbound,1,Bus
4656,4656,Symington Ave at Wallace Ave,43.661361,-79.449464,168,Southbound,1,Bus
473,473,Bloor St West at Dufferin St,43.659959,-79.43512,300,Westbound,1,Bus
4797,4797,Avenue Rd at Woburn Ave,43.725322,-79.416721,61,Northbound,1,Bus
5524,5524,Lumsden Ave at Gledhill Ave,43.693844,-79.310953,62,Westbound,1,Bus
10282,10282,Bay St at St Joseph St North Side,43.666056,-79.387739,19,Northbound,1,Bus
13954,13954,Underpass Gate at Roywood Dr West Side,43.762551,-79.335751,122,Westbound,1,Bus
5862,5862,Opposite 125 Norfinch Dr,43.763255,-79.529752,84,Eastbound,1,Bus
7531,7531,Bermondsey Rd at Bartley Dr,43.719756,-79.31468,91,Southbound,1,Bus
6422,6422,Hotspur Rd at Neptune Dr,43.732503,-79.435594,109 | 400,Southbound,1,Bus
3743,3743,Hullmar Dr at Ruthmar Cres (South),43.762157,-79.526239,35,Southbound,1,Bus
6570,6570,Meadowvale Rd at Kingston Rd,43.788846,-79.162248,386 | 86 | 986,Westbound,1,Bus
7676,7676,Ellesmere Rd at Bellamy Rd North,43.774149,-79.241959,133 | 38 | 395 | 95 | 995,Northbound,1,Bus
2565,2565,Finch Ave East at Victoria Park Ave,43.792902,-79.331671,339 | 39 | 939,Eastbound,1,Bus
4378,4378,Kipling Ave at Torlake Cres (North),43.614007,-79.523427,44,Northbound,2,Bus
5898,5898,Oakwood Ave at Davenport Rd,43.674783,-79.433978,161 | 363 | 63,Southbound,2,Bus
108,108,Bathurst St at Codsell Ave,43.758401,-79.43901,160 | 307 | 7,Northbound,1,Bus
6979,6979,Royal York Rd at Chapman Rd,43.687475,-79.528699,405 | 73,Northbound,1,Bus
10117,10117,Park Lawn Rd at Lake Shore Blvd West North Side,43.62332,-79.481886,66,Northbound,1,Bus
7252,7252,Sheppard Ave East at Gateforth Dr,43.795461,-79.230553,134 | 385 | 85,Northbound,1,Bus
614,614,Bridgeland Ave at Dufferin St,43.727037,-79.457991,47,Northbound,1,Bus
2748,2748,Kennedy Rd at Corvette Ave,43.725201,-79.264834,113,Eastbound,1,Bus
8374,8374,Tournament Dr at Upper Highland Cres,43.750866,-79.398475,78,Westbound,1,Bus
4129,4129,Kennedy Rd at Treverton Dr North Side,43.73445,-79.268738,343 | 43,Northbound,1,Bus
6136,6136,St Clair Ave East at Presley Ave,43.710524,-79.288479,8,Southbound,2,Bus
4305,4305,Kipling Ave at Eglinton Ave West,43.677377,-79.551153,45 | 945,Southbound,1,Bus
2045,2045,Dufferin St at Dupont St,43.668259,-79.438833,29 | 329 | 929,Northbound,1,Bus
6595,6595,Middlefield Rd at Pebblewood Ave,43.823063,-79.262989,130,Northbound,1,Bus
1998,1998,Driftwood Ave at Driftwood Crt,43.766989,-79.515202,108,Eastbound,1,Bus
10954,10954,Old Finch Ave at Bingley Rd,43.821709,-79.203782,131,Westbound,1,Bus
3080,3080,Queen St West at Augusta Ave,43.648153,-79.399534,301 | 501,Westbound,1,Streetcar
610,610,240 Bridgeland Ave,43.724511,-79.468281,47,Southbound,1,Bus
4951,4951,Danforth Rd at Wolfe Ave,43.727577,-79.25269,16 | 300,Southbound,1,Bus
6397,6397,Foxwell St at Scarlett Rd East Side,43.669452,-79.501108,189 | 79,Southbound,2,Bus
3395,3395,Calvington Dr at Forthbridge Cres,43.728042,-79.503711,120,Westbound,1,Bus
1560,1560,St Clair Ave East at Fermoy Rd,43.721461,-79.239054,102 | 9,Southbound,1,Bus
11710,11710,Bedford Rd at Dupont St,43.676063,-79.400322,26,Westbound,1,Bus
4276,4276,Kipling Ave at Albion Rd,43.739168,-79.579932,45 | 945,Northbound,1,Bus
4349,4349,Kipling Ave at Nugent Rd,43.690331,-79.556664,45,Northbound,1,Bus
6682,6682,Pharmacy Ave at Conroy Ave,43.702832,-79.287997,67,Southbound,1,Bus
2636,2636,Finch Ave West at Tobermory Dr,43.759158,-79.507973,336 | 806,Eastbound,1,Bus
506,506,Bloor St West at Dundas St West,43.656202,-79.452611,300,Eastbound,1,Bus
9532,9532,49 Mabelle Ave,43.645387,-79.528692,40,Eastbound,1,Bus
4706,4706,Washburn Way at Griffen Dr South Side,43.798039,-79.228238,134,Southbound,1,Bus
1424,1424,O'Connor Dr at Wolverton Ave,43.694131,-79.345283,8,Northbound,1,Bus
9801,9801,Keele St at Tilbury Dr,43.730459,-79.483066,101 | 120 | 341 | 41,Southbound,1,Bus
5583,5583,Markham Rd at Sheppard Ave East,43.794082,-79.239147,102 | 902,Southbound,1,Bus
2221,2221,The East Mall at Valhalla Inn Rd,43.641605,-79.557891,111 | 300,Southbound,2,Bus
8291,8291,350 Steeles Ave West,43.795394,-79.432403,353 | 60,Eastbound,2,Bus
3898,3898,Jane St at Gordon Mackay Rd South Side,43.715134,-79.507259,335 | 35 | 935,Southbound,1,Bus
3192,3192,Wilson Heights Blvd at Cocksfield Ave,43.75293,-79.457948,104,Northbound,1,Bus
9824,9824,Steeles Ave West Loop at Martin Grove Rd,43.756665,-79.607838,396 | 46 | 60 | 927 | 960,Northbound,1,Bus
22,22,Annette St at Clendenan Ave,43.662322,-79.472105,26,Westbound,2,Bus
5491,5491,Leslie St at Van Horne Ave,43.78393,-79.366718,51,Southbound,1,Bus
11770,11770,The Queensway at Ellis Ave,43.637601,-79.46663,80,Eastbound,1,Bus
13700,13700,2275 Markham Rd,43.810593,-79.242772,102,Northbound,2,Bus
4298,4298,Kipling Ave at Bywood Dr,43.656484,-79.541568,45 | 46,Northbound,2,Bus
6949,6949,Rexdale Blvd at Tidemore Ave West Side,43.714999,-79.585487,37,Northbound,1,Bus
6291,6291,12 Carlaw Avenue,43.655953,-79.338055,325 | 72,Southbound,1,Bus
8438,8438,Victoria Park Ave at Clydesdale Dr,43.783948,-79.327253,169 | 24,Southbound,1,Bus
4414,4414,Lawrence Ave East at Bennett Rd,43.772716,-79.16665,354 | 54 | 86 | 954,Eastbound,1,Bus
11717,11717,Weston Rd at Mainshep Rd,43.731765,-79.537755,165,Northbound,1,Bus
8464,8464,Victoria Park Ave at Gordon Baker Rd,43.810295,-79.338919,24 | 924,Northbound,1,Bus
2140,2140,Dundas St West at Bathurst St - Toronto Western Hospital,43.652163,-79.406259,305 | 505,Eastbound,2,Streetcar
7156,7156,Sheppard Ave East at Blue Ridge Rd West Side,43.76977,-79.374553,185 | 385,Eastbound,1,Bus
533,533,Bloor St West at The Kingsway,43.649909,-79.499461,149 | 300 | 66,Northbound,1,Bus
8274,8274,Steeles Ave West at Futurity Gate,43.786355,-79.474561,353 | 60,Eastbound,1,Bus
7963,7963,McRae Dr at Sutherland Dr West Side,43.708563,-79.365684,88,Southbound,1,Bus
5696,5696,Midland Ave at Eglinton Ave East North Side,43.735216,-79.258277,57,Northbound,1,Bus
2591,2591,Finch Ave West at Chesswood Dr West Side,43.766502,-79.478024,336 | 36,Westbound,1,Bus
5593,5593,1245 Martin Grove Rd,43.710995,-79.579604,46,Northbound,1,Bus
5993,5993,Pape Ave at Wroxeter Ave,43.675007,-79.343202,325 | 72,Northbound,1,Bus
5205,5205,106 Lansdowne Ave,43.644016,-79.438057,402 | 47,Southbound,1,Bus
8934,8934,Yonge Blvd at Apsley Rd,43.739314,-79.413182,97,Southbound,1,Bus
4312,4312,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,45 | 945,Northbound,1,Bus
5723,5723,Midland Ave at Midwest Rd (North),43.766055,-79.270722,57,Southbound,1,Bus
6773,6773,Prince Edward Dr South at Edgemore Dr North Side,43.645529,-79.504023,66,Northbound,1,Bus
2138,2138,Dundas St West at Acorn Ave,43.637518,-79.539041,111 | 112 | 123,Northbound,1,Bus
10564,10564,Warden Ave at Steeles Ave East,43.819799,-79.324712,324 | 68 | 968,Southbound,1,Bus
12120,12120,Colonel Samuel Smith Park Dr,43.594276,-79.51684,44 | 944,Northbound,1,Bus
13636,13636,Markham Rd at Kirkham Dr,43.851046,-79.254243,102,Northbound,1,Bus
8765,8765,Weston Rd at Seneca Ave,43.680368,-79.475653,341 | 41 | 89,Southbound,1,Bus
3503,3503,Dundas St West at Indian Road Cres,43.665156,-79.461274,340 | 40,Eastbound,1,Bus
7025,7025,Royal York Rd at Royaleigh Ave South Side,43.698221,-79.533679,352 | 405 | 73,Southbound,2,Bus
7298,7298,Sheppard Ave West at Wilmington Ave,43.752815,-79.451879,384 | 84 | 984,Westbound,1,Bus
2266,2266,Eglinton Ave East at Don Valley Pkwy West Side,43.722411,-79.332206,334 | 34,Eastbound,1,Bus
1821,1821,Cummer Ave at Snowcrest Ave (East),43.794692,-79.382673,42,Eastbound,1,Bus
5568,5568,Markham Rd at Lawrence Ave East,43.760008,-79.225565,102 | 902,Southbound,1,Bus
3178,3178,Wilmington Ave at Combe Ave,43.759548,-79.45544,104,Northbound,1,Bus
2175,2175,Dundas St West at Ossington Ave,43.64927,-79.420944,305 | 505,Eastbound,2,Streetcar
3437,3437,Cliff St at Alliance Ave North Side,43.678591,-79.483787,171,Northbound,1,Bus
7826,7826,Hollinger Rd at Curity Ave,43.710279,-79.316438,91,Southbound,1,Bus
11873,11873,300 Atkinson Ave,43.815481,-79.443674,160,Northbound,2,Bus
5179,5179,Lake Shore Blvd West at Hillside Ave,43.611265,-79.490136,301 | 501 | 507 | 508,Westbound,1,Streetcar
3812,3812,Islington Ave at Lake Shore Blvd West,43.600902,-79.505422,110 | 337,Southbound,1,Bus
6907,6907,The Queensway at Park Lawn Rd,43.629223,-79.490113,80,Westbound,1,Bus
9302,9302,Attwell Dr at Carlson Crt,43.68919,-79.587189,112 | 927,Northbound,1,Bus
7164,7164,Sheppard Ave East at Brimley Rd,43.787766,-79.268187,385 | 85 | 985,Eastbound,1,Bus
8755,8755,Weston Rd at Oxford Dr,43.687906,-79.491792,171 | 71 | 89,Northbound,1,Bus
2703,2703,Humberline Dr at Claireville Dr (South),43.737127,-79.617723,96,Westbound,1,Bus
330,330,Bayview Ave at York Mills Rd South Side,43.747363,-79.384148,11,Southbound,1,Bus
1423,1423,O'Connor Dr at Warland Ave,43.694117,-79.346018,8,Southbound,1,Bus
5695,5695,Midland Ave at Dorcot Ave,43.758095,-79.267625,57,Southbound,1,Bus
9742,9742,Barber Greene Rd at Southill Dr West Side,43.728757,-79.346279,162,Westbound,1,Bus
3785,3785,Islington Ave at Elmhurst Dr,43.723031,-79.558639,337 | 37 | 937,Northbound,1,Bus
1761,1761,Broadview Ave at Millbrook Cres,43.671897,-79.354734,301 | 305 | 504 | 505 | 62 | 8,Northbound,2,Streetcar
5481,5481,Leslie St at Talwood Dr (North),43.74077,-79.357205,51,Northbound,2,Bus
9721,9721,Dundas St West at Highway 427,43.629242,-79.554797,112 | 123,Northbound,1,Bus
5689,5689,Midland Ave at Broadbent Ave,43.738778,-79.25981,57,Northbound,1,Bus
274,274,Bayview Ave at Argonne Cres,43.794029,-79.393853,11,Northbound,1,Bus
4087,4087,Kennedy Rd at Glamorgan Ave South Side,43.768713,-79.282189,343 | 43,Southbound,1,Bus
5808,5808,Mt Pleasant Rd at Mt Pleasant Cemetery,43.695742,-79.38538,74,Northbound,1,Bus
1813,1813,Cummer Ave at Maxome Ave,43.790632,-79.401142,42,Westbound,1,Bus
1249,1249,Mill Rd at Burnhamthorpe Loop,43.640606,-79.582909,50,Eastbound,1,Bus
6310,6310,Commander Blvd at McCowan Rd West Side,43.796002,-79.262448,169,Westbound,1,Bus
8259,8259,4545 Steeles Ave West,43.771904,-79.538072,166 | 60 | 960,Eastbound,1,Bus
8575,8575,Warden Ave at Hymus Rd,43.719508,-79.284,68,Northbound,1,Bus
1520,1520,Royal York Rd at Tremayne Ave,43.651534,-79.513105,48 | 73,Northbound,1,Bus
4766,4766,Airport Rd at Orlando Dr,43.694887,-79.63023,52,Westbound,2,Bus
284,284,Bayview Ave at Citation Dr North Side,43.774828,-79.38976,11,Northbound,1,Bus
3446,3446,640 Coronation Dr,43.766498,-79.159629,86,Eastbound,1,Bus
1912,1912,Don Mills Rd at Bond Ave,43.746471,-79.346065,25 | 325,Southbound,1,Bus
11267,11267,Arcot Blvd at Albion Rd,43.726996,-79.551708,118,Eastbound,1,Bus
12079,12079,Rexdale Blvd at Queen's Plate Dr (East) East Side,43.716232,-79.592005,37,Southbound,1,Bus
1568,1568,St Clair Ave East at Marsh Rd,43.715953,-79.264399,102 | 16 | 9,Southbound,2,Bus
8134,8134,Spadina Ave at Willcocks St,43.66145,-79.401512,310 | 510,Southbound,1,Streetcar
8675,8675,The West Mall at Eva Rd,43.639441,-79.564959,112,Southbound,1,Bus
7114,7114,Senlac Rd at Churchill Ave,43.76998,-79.427339,98,Westbound,1,Bus
12095,12095,Birchmount Rd at Micro Crt,43.834835,-79.319237,17,Northbound,1,Bus
10651,10651,Old Weston Rd at Steeles Ave West,43.77113,-79.543542,165 | 989,Northbound,1,Bus
7337,7337,South Dr at May St,43.677706,-79.375855,82,Westbound,2,Bus
11505,11505,Highway 27 at Queen's Plate Dr South Side - Woodbine Centre,43.722083,-79.598073,927,Southbound,1,Bus
1597,1597,Steeles Ave West at Shale Gate,43.783056,-79.487457,107 | 353 | 60,Southbound,1,Bus
629,629,Brimley Rd at Ellesmere Rd South Side,43.769639,-79.261388,21,Southbound,1,Bus
2451,2451,Evans Ave at North Carson St,43.613104,-79.538677,15 | 315,Westbound,1,Bus
4783,4783,Avenue Rd at Hillhurst Blvd,43.712028,-79.411565,61,Northbound,2,Bus
13667,13667,Markham Rd at Elson St,43.840837,-79.252183,102,Southbound,1,Bus
2885,2885,McNicoll Ave at Don Mills Rd,43.799544,-79.35439,42,Eastbound,1,Bus
5291,5291,Lawrence Ave East at Meadowvale Rd East Side,43.775069,-79.156041,354 | 54 | 954,Eastbound,2,Bus
431,431,2450 Birchmount Rd - Stephen Leacock Collegiate,43.786076,-79.300578,17,Southbound,2,Bus
7707,7707,Ellesmere Rd at Oakley Blvd,43.768604,-79.268713,395 | 95,Westbound,1,Bus
1083,1083,Gerrard St East at Carlaw Ave,43.667491,-79.342998,306 | 506,Eastbound,2,Streetcar
4342,4342,Kipling Ave at New Toronto St,43.603822,-79.519182,44,Northbound,1,Bus
5967,5967,Ossington Ave at Salvador Allende Crt,43.671948,-79.429712,363 | 63,Northbound,1,Bus
138,138,Bathurst St at Fisherville Rd,43.790264,-79.445803,160 | 307 | 7,Northbound,1,Bus
13669,13669,Markham Rd at Passmore Ave,43.830781,-79.250916,102 | 902,Southbound,2,Bus
9674,9674,Brimley Rd at Port Royal Trail (North),43.825062,-79.286196,21,Southbound,1,Bus
665,665,Burnhamthorpe Rd at Appleby Rd,43.649317,-79.547202,50,Westbound,2,Bus
5917,5917,Oakwood Ave at Vaughan Rd,43.692373,-79.440597,363 | 63,Northbound,1,Bus
10562,10562,Warden Ave at Denison St,43.827649,-79.326714,68,Southbound,1,Bus
4328,4328,Kipling Ave at Hunting Ridge,43.681304,-79.552563,45,Northbound,1,Bus
8004,8004,Old Kingston Rd at Morrish Rd West Side,43.783129,-79.171091,38,Westbound,1,Bus
3203,3203,Woodbine Ave at Sammon Ave,43.69101,-79.314957,91 | 93,Northbound,1,Bus
13375,13375,Berry Rd at Cloverhill Rd East Side,43.636743,-79.49035,66,Southbound,1,Bus
2884,2884,McNicoll Ave at Clansman Blvd,43.801843,-79.362894,42,Westbound,1,Bus
2251,2251,Eglinton Ave East at Brentcliffe Rd West Side,43.714625,-79.360121,334 | 34 | 354 | 51 | 54,Southbound,1,Bus
4529,4529,Petrolia Rd at Steeles Ave West South Side,43.781756,-79.489815,107,Northbound,2,Bus
8820,8820,Willowdale Ave at Revcoe Dr South Side,43.78561,-79.409104,98,Westbound,1,Bus
2580,2580,Finch Ave West at Alexdon Rd East Side,43.764657,-79.485147,336 | 36,Eastbound,1,Bus
6995,6995,Royal York Rd at Frankwood Rd,43.628942,-79.503779,15 | 315 | 76,Southbound,1,Bus
9831,9831,Steeles Ave East at Opposite Walkway to Enchanted Hills Cres,43.830596,-79.277601,353 | 53,Eastbound,1,Bus
9664,9664,100 Lesmill Rd,43.758894,-79.357208,122,Westbound,2,Bus
6749,6749,Pharmacy Ave at Singleton Rd,43.731392,-79.299708,67,Northbound,1,Bus
8392,8392,Upper Canada Dr at Fairmeadow Ave,43.757865,-79.399397,78,Eastbound,1,Bus
4403,4403,Lansdowne Ave at Glencairn Ave South Side,43.705206,-79.460763,14,Westbound,1,Bus
1085,1085,Gerrard St East at Coxwell Ave,43.672761,-79.319529,306 | 506,Eastbound,2,Streetcar
6852,6852,Queen St West at Sorauren Ave,43.639824,-79.440785,301 | 402 | 501,Northbound,1,Streetcar
28,28,Annette St at Gilmour Ave,43.660479,-79.477746,26,Eastbound,1,Bus
4208,4208,Kingston Rd at Birchmount Rd,43.693207,-79.262256,12 | 302,Southbound,1,Bus
7655,7655,Dufferin St at Martin Ross Ave,43.775284,-79.468573,105 | 329,Northbound,1,Bus
12133,12133,Eglinton Ave West at Renforth Dr,43.666757,-79.587469,332,Westbound,1,Bus
1949,1949,Don Mills Rd at Leith Hill Rd North Side,43.777534,-79.347811,10 | 169 | 25 | 325,Northbound,1,Bus
9015,9015,Yonge St at Kempford Blvd,43.777067,-79.415018,320 | 97,Southbound,1,Bus
3855,3855,Islington Ave at Winnipeg Rd,43.692368,-79.544377,337 | 37 | 405,Northbound,1,Bus
1642,1642,West Mall Cres at Dundas St West South Side,43.626881,-79.562135,112 | 123,Northbound,1,Bus
4791,4791,Opposite 1451 Avenue Rd - Havergal College,43.720427,-79.415189,61,Northbound,2,Bus
6187,6187,The Westway at Epping St,43.688113,-79.545915,52,Westbound,1,Bus
6144,6144,Steeles Ave West at Peter Kaiser Gate,43.774182,-79.527044,166 | 60 | 84 | 960,Eastbound,1,Bus
4413,4413,Lawrence Ave East at Beechgrove Dr,43.7737,-79.161987,354 | 54 | 86 | 954,Eastbound,1,Bus
10126,10126,Park Lawn Rd at Lorne Ave,43.630874,-79.491255,66,Southbound,1,Bus
13323,13323,Morningview Trail at Sewells Rd,43.819758,-79.200709,131,Eastbound,1,Bus
3413,3413,Chaplin Cres at Eglinton Ave West North Side,43.703026,-79.417896,14,Westbound,2,Bus
9822,9822,Steeles Ave West at Kipling Ave,43.759773,-79.589707,60 | 960,Westbound,1,Bus
6581,6581,Middlefield Rd at Arbor Low Gate,43.811951,-79.258687,130,Southbound,1,Bus
1990,1990,The Donway West at Lawrence Ave East,43.736269,-79.346292,162 | 403,Southbound,1,Bus
11737,11737,Garnett Janes Rd at Twelfth St East Side,43.601037,-79.510878,110,Northbound,1,Bus
1007,1007,Dupont St at Edwin Ave East Side,43.664842,-79.455161,26,Eastbound,1,Bus
4838,4838,Brimorton Dr at Dalehurst Ave,43.770891,-79.214209,154,Westbound,1,Bus
5518,5518,Doncliffe Loop at Glen Echo Rd,43.734669,-79.400282,103,Northbound,1,Bus
5145,5145,Laird Dr at McRae Dr,43.710526,-79.363668,56,Southbound,1,Bus
765,765,Chaplin Cres at Colin Ave,43.698061,-79.399556,14,Eastbound,1,Bus
3493,3493,Dundas St West at Dupont St,43.664363,-79.458505,340 | 40,Eastbound,1,Bus
3058,3058,Queen St East at Logan Ave,43.660394,-79.342681,301 | 501 | 503,Eastbound,1,Streetcar
11266,11266,Tandridge Cres at Byng Ave,43.727411,-79.549047,118,Eastbound,1,Bus
8080,8080,Sentinel Rd at Derrydown Rd,43.759919,-79.499799,106,Eastbound,1,Bus
7535,7535,Bermondsey Rd at Eglinton Ave East South Side,43.725609,-79.313733,91,Southbound,1,Bus
3185,3185,Wilmington Ave at Searle Ave,43.757173,-79.454457,104,Northbound,1,Bus
13308,13308,St Clair Ave West at Jane St,43.667281,-79.491534,189 | 79,Northbound,2,Bus
10892,10892,Richmond St West at Yonge St - Queen Station,43.651654,-79.379372,301 | 501,Westbound,2,Streetcar
396,396,Birchmount Rd at Comstock Rd,43.723821,-79.275484,17,Southbound,1,Bus
6631,6631,Pape Ave at Wroxeter Ave,43.675223,-79.343439,72,Southbound,1,Bus
6560,6560,Maybrook Dr at McNicoll Ave,43.82166,-79.259422,130,Southbound,1,Bus
6406,6406,Grantbrook St at Blake Ave North Side,43.779985,-79.432596,98,Westbound,1,Bus
1673,1673,Yonge St at Manor Rd West,43.702611,-79.3976,320 | 97,Southbound,1,Bus
2659,2659,Gordon Baker Rd at Sparks Ave,43.806915,-79.345514,39,Eastbound,2,Bus
7658,7658,Dufferin St at Steeles Ave West South Side,43.786712,-79.470251,105 | 329,Northbound,1,Bus
1886,1886,Dawes Rd at Danforth Ave North Side,43.689761,-79.296736,23,Northbound,1,Bus
1456,1456,Queen's Park at Charles St West North Side - Museum Station,43.667603,-79.393512,13 | 882,Northbound,1,Bus
1644,1644,West Mall Cres at The West Mall,43.627091,-79.559674,112 | 123,Northbound,1,Bus
2139,2139,Dundas St West at Aukland Rd,43.638232,-79.538008,111 | 112 | 123,Northbound,1,Bus
10857,10857,Steinway Blvd at Steeles Ave West South Side,43.753659,-79.619736,60 | 927 | 960,Northbound,1,Bus
6071,6071,Sheppard Ave West at John Drury Dr,43.748435,-79.482947,106 | 108 | 384 | 84,Westbound,1,Bus
294,294,Bayview Ave at Forest Heights Blvd,43.758126,-79.385998,11,Northbound,2,Bus
4761,4761,6900 Airport Rd - International Centre - South Entrance,43.700595,-79.637921,52,Westbound,2,Bus
4968,4968,Danforth Rd at Tyne Crt,43.733206,-79.248642,16 | 300,Northbound,1,Bus
3548,3548,Elmhurst Dr at Redwater Dr West Side,43.722909,-79.560199,396 | 96,Westbound,1,Bus
3750,3750,Islington Ave at Gosfield Gate,43.725737,-79.559925,337 | 37 | 937,Northbound,1,Bus
2529,2529,Finch Ave East at McCowan Rd,43.808227,-79.26627,339 | 39,Eastbound,1,Bus
6972,6972,Royal York Rd at Anglesey Blvd,43.666085,-79.519759,73,Southbound,1,Bus
10002,10002,McCowan Rd at 16Th Ave,43.885025,-79.288702,129,Northbound,1,Bus
4289,4289,Kipling Ave at Birmingham St,43.600574,-79.517845,110 | 44 | 944,Northbound,1,Bus
1263,1263,Main St at Danforth Ave,43.688299,-79.302006,306 | 506 | 87,Eastbound,2,Streetcar
2197,2197,Dundas St West at Yonge St - TMU Station,43.65619,-79.38119,305 | 505,Eastbound,2,Streetcar
8631,8631,Wellesley St East at Ontario St,43.667701,-79.372048,94,Westbound,1,Bus
6665,6665,1235 Pharmacy Ave,43.74871,-79.306717,67,Northbound,1,Bus
8798,8798,Willowdale Ave at Church Ave,43.775919,-79.404822,98,Westbound,1,Bus
4995,4995,Dixon Rd at McManus Rd,43.699004,-79.537343,352 | 405 | 52,Eastbound,1,Bus
4882,4882,Church St at Pine St,43.708131,-79.510801,59,Westbound,1,Bus
8993,8993,Yonge St at Yonge Blvd,43.734207,-79.404409,320 | 97,Northbound,1,Bus
6672,6672,Pharmacy Ave at Brian Ave,43.746138,-79.305689,67,Northbound,1,Bus
11093,11093,Scarborough Golf Club Rd at Lawrence Ave East North Side,43.762492,-79.215713,154 | 406,Northbound,1,Bus
